Código Ação;Nome Ação;Linguagem Cidadã;Estado;Código Município;Nome Município;Código Função;Nome Função;Código Subfunção;Nome Subfunção;Código Programa;Nome Programa;Valor
006O;Transferência de Renda Diretamente às Famílias em Condição de Pobreza e Extrema Pobreza (Lei nº 10.836, de 2004);Bolsa Família;ACRE;0105;BRASILEIA;08;Assistência Social;845;Transferências;1335;Transferência de Renda com Condicionalidades - Bolsa Família;1591866,00
006O;Transferência de Renda Diretamente às Famílias em Condição de Pobreza e Extrema Pobreza (Lei nº 10.836, de 2004);Bolsa Família;ACRE;0107;CRUZEIRO DO SUL;08;Assistência Social;845;Transferências;1335;Transferência de Renda com Condicionalidades - Bolsa Família;5644269,00
006O;Transferência de Renda Diretamente às Famílias em Condição de Pobreza e Extrema Pobreza (Lei nº 10.836, de 2004);Bolsa Família;ACRE;0109;MANCIO LIMA;08;Assistência Social;845;Transferências;1335;Transferência de Renda com Condicionalidades - Bolsa Família;1405969,00
006O;Transferência de Renda Diretamente às Famílias em Condição de Pobreza e Extrema Pobreza (Lei nº 10.836, de 2004);Bolsa Família;ACRE;0113;FEIJO;08;Assistência Social;845;Transferências;1335;Transferência de Renda com Condicionalidades - Bolsa Família;2739095,50
006O;Transferência de Renda Diretamente às Famílias em Condição de Pobreza e Extrema Pobreza (Lei nº 10.836, de 2004);Bolsa Família;ACRE;0139;RIO BRANCO;08;Assistência Social;845;Transferências;1335;Transferência de Renda com Condicionalidades - Bolsa Família;15794736,50
006O;Transferência de Renda Diretamente às Famílias em Condição de Pobreza e Extrema Pobreza (Lei nº 10.836, de 2004);Bolsa Família;ACRE;0145;SENA MADUREIRA;08;Assistência Social;845;Transferências;1335;Transferência de Renda com Condicionalidades - Bolsa Família;2358093,00
006O;Transferência de Renda Diretamente às Famílias em Condição de Pobreza e Extrema Pobreza (Lei nº 10.836, de 2004);Bolsa Família;ACRE;0147;TARAUACA;08;Assistência Social;845;Transferências;1335;Transferência de Renda com Condicionalidades - Bolsa Família;2769249,00
006O;Transferência de Renda Diretamente às Famílias em Condição de Pobreza e Extrema Pobreza (Lei nº 10.836, de 2004);Bolsa Família;ACRE;0149;XAPURI;08;Assistência Social;845;Transferências;1335;Transferência de Renda com Condicionalidades - Bolsa Família;1019998,00
006O;Transferência de Renda Diretamente às Famílias em Condição de Pobreza e Extrema Pobreza (Lei nº 10.836, de 2004);Bolsa Família;ACRE;0151;PLACIDO DE CASTRO;08;Assistência Social;845;Transferências;1335;Transferência de Renda com Condicionalidades - Bolsa Família;1454394,00
006O;Transferência de Renda Diretamente às Famílias em Condição de Pobreza e Extrema Pobreza (Lei nº 10.836, de 2004);Bolsa Família;ACRE;0153;SENADOR GUIOMARD;08;Assistência Social;845;Transferências;1335;Transferência de Renda com Condicionalidades - Bolsa Família;1032318,00
