Código Ação;Nome Ação;Linguagem Cidadã;Estado;Código Município;Nome Município;Código Função;Nome Função;Código Subfunção;Nome Subfunção;Código Programa;Nome Programa;Valor
006O;Transferência de Renda Diretamente às Famílias em Condição de Pobreza e Extrema Pobreza;Bolsa Família;ACRE;0105;BRASILEIA;08;Assistência Social;845;Transferências;1335;Transferência de Renda com Condicionalidades;1087460,00
006O;Transferência de Renda Diretamente às Famílias em Condição de Pobreza e Extrema Pobreza;Bolsa Família;ACRE;0107;CRUZEIRO DO SUL;08;Assistência Social;845;Transferências;1335;Transferência de Renda com Condicionalidades;4077030,00
006O;Transferência de Renda Diretamente às Famílias em Condição de Pobreza e Extrema Pobreza;Bolsa Família;ACRE;0109;MANCIO LIMA;08;Assistência Social;845;Transferências;1335;Transferência de Renda com Condicionalidades;953670,00
006O;Transferência de Renda Diretamente às Famílias em Condição de Pobreza e Extrema Pobreza;Bolsa Família;ACRE;0113;FEIJO;08;Assistência Social;845;Transferências;1335;Transferência de Renda com Condicionalidades;1451195,00
006O;Transferência de Renda Diretamente às Famílias em Condição de Pobreza e Extrema Pobreza;Bolsa Família;ACRE;0139;RIO BRANCO;08;Assistência Social;845;Transferências;1335;Transferência de Renda com Condicionalidades;9557385,00
006O;Transferência de Renda Diretamente às Famílias em Condição de Pobreza e Extrema Pobreza;Bolsa Família;ACRE;0145;SENA MADUREIRA;08;Assistência Social;845;Transferências;1335;Transferência de Renda com Condicionalidades;1215740,00
006O;Transferência de Renda Diretamente às Famílias em Condição de Pobreza e Extrema Pobreza;Bolsa Família;ACRE;0147;TARAUACA;08;Assistência Social;845;Transferências;1335;Transferência de Renda com Condicionalidades;1921395,00
006O;Transferência de Renda Diretamente às Famílias em Condição de Pobreza e Extrema Pobreza;Bolsa Família;ACRE;0149;XAPURI;08;Assistência Social;845;Transferências;1335;Transferência de Renda com Condicionalidades;676270,00
006O;Transferência de Renda Diretamente às Famílias em Condição de Pobreza e Extrema Pobreza;Bolsa Família;ACRE;0151;PLACIDO DE CASTRO;08;Assistência Social;845;Transferências;1335;Transferência de Renda com Condicionalidades;862565,00
006O;Transferência de Renda Diretamente às Famílias em Condição de Pobreza e Extrema Pobreza;Bolsa Família;ACRE;0153;SENADOR GUIOMARD;08;Assistência Social;845;Transferências;1335;Transferência de Renda com Condicionalidades;470060,00
